"시설번호","지역코드","시설일련번호","시도명","시군구명","시설구분코드","시설구분","수용시설명","도로명주소코드","법정동코드","행정동코드","상세주소","시설면적","이재민수용능력","관리부서","지자체담당자연락처","경도","위도","X좌표","Y좌표"
"8999","1159000000","88","서울특별시","동작구","001","학교","서울동작초등학교","1159010700200090001013549","1159010700","1159063000","서울특별시 동작구 동작대로29길 214(사당동)","922","354","정정남","02-537-1072","126.976509","37.494105","197922.677039","543850.124266"
"9000","1159000000","80","서울특별시","동작구","001","학교","서울삼일초등학교","1159010700200180036000001","1159010700","1159064000","서울특별시 동작구 사당로23나길 27(사당동)","630","242","최갑숙","010-3715-8298","126.975203","37.488285","197806.929265","543204.153703"
"9001","1156000000","402","서울특별시","영등포구","001","학교","대림중학교","1156013300109590000004645","1156013300","1156070000","서울특별시 영등포구 시흥대로185길 6(대림동)","711","273","오영숙","02-845-2171","126.907674","37.492424","191835.234165","543667.272252"
"9002","1156000000","420","서울특별시","영등포구","001","학교","서울영림초등학교","1156013300109930016003883","1156013300","1156071000","서울특별시 영등포구 시흥대로173길 14(대림동)","567","218","하현주","02-834-3184","126.902506","37.487352","191377.603583","543104.803125"
"9003","1156000000","415","서울특별시","영등포구","001","학교","서울신영초등학교","1156013300107810000000843","1156013300","1156072000","서울특별시 영등포구 도신로4길 32(대림동)","552","212","권성희","02-833-2583","126.895334","37.500499","190744.955469","544564.693081"
"9004","1156000000","447","서울특별시","영등포구","003","경로당","구립양평4가경로당","1156012800102380001000001","1156012800","1156062000","서울특별시 영등포구 양평로20길 14-1 (양평동4가)","387","149","신석주","02-2068-7906","126.896219","37.538229","190827.756686","548752.113016"
"9005","1156000000","477","서울특별시","영등포구","004","관공서","양평2동주민센터","1156012800100960000000001","1156012800","1156062000","서울특별시 영등포구 선유로47길 30(양평동4가)","570","219","성은영","02-2670-1214","126.893998","37.536458","190631.321842","548555.779162"
"9006","1162000000","387","서울특별시","관악구","001","학교","은천초등학교","1162010100106220001027857","1162010100","1162060500","서울특별시 관악구 은천로 69(봉천동)","8590","3303","송민경","010-2212-9343","126.943129","37.486838","194970.267620","543044.867142"
"9007","1162000000","392","서울특별시","관악구","001","학교","영락고등학교","1162010100115580001035384","1162010100","1162059500","서울특별시 관악구 청룡16길 25(봉천동)","1076","413","강기영","02-884-1006","126.945721","37.476578","195198.821850","541905.959407"
"9008","1162000000","395","서울특별시","관악구","001","학교","서울관광고등학교","1162010100116940000027653","1162010100","1162060500","서울특별시 관악구 은천로15길 25(봉천동)","432","166","김옥기","02-886-9165","126.943770","37.487846","195027.070192","543156.681134"
"9009","1162000000","388","서울특별시","관악구","001","학교","청룡초등학교","1162010100103900003035391","1162010100","1162059500","서울특별시 관악구 관악로5길 61(봉천동)","340","130","김영숙","02-871-5988","126.951289","37.475877","195691.359032","541827.870683"
"9010","1162000000","397","서울특별시","관악구","001","학교","봉천초등학교","1162010100101000015032168","1162010100","1162057500","서울특별시 관악구 행운1라길 17(봉천동)","1126","433","","887-8573","126.957873","37.482654","196274.043229","542579.766347"
"9011","1162000000","389","서울특별시","관악구","001","학교","구암중학교","1162010100117120005033972","1162010100","1162056500","서울특별시 관악구 성현로 53(봉천동)","525","201","민흥식","02-881-2903","126.948362","37.492677","195433.450632","543692.675984"
"9012","1162000000","391","서울특별시","관악구","001","학교","당곡고등학교","1162010100106790000039048","1162010100","1162052500","서울특별시 관악구 봉천로21길 108(봉천동)","382","146","김정천","02-6717-5104","126.934727","37.491691","194227.606869","543583.972779"
"9013","1162000000","394","서울특별시","관악구","001","학교","인헌고등학교","1162010100101740005025562","1162010100","1162062500","서울특별시 관악구 인헌9길 74(봉천동)","794","305","박기상","02-886-6253","126.970026","37.471717","197348.566421","541365.535285"
"9014","1162000000","379","서울특별시","관악구","001","학교","관악중학교","1162010100101000569032006","1162010100","1162057500","서울특별시 관악구 남부순환로237길 60(봉천동)","580","223","","","126.962009","37.480729","196639.721510","542365.963555"
"9015","1156000000","408","서울특별시","영등포구","001","학교","서울도신초등학교","1156013300107410003001128","1156013300","1156072000","서울특별시 영등포구 도림로53길 32-9 (대림동)","360","138","최성아","02-835-1504","126.901190","37.498718","191262.570279","544366.438720"
"9016","1156000000","414","서울특별시","영등포구","001","학교","서울신대림초등학교","1156013300109680000005275","1156013300","1156070000","서울특별시 영등포구 대림로8길 25(대림동)","663","255","노수현","02-849-0738","126.905601","37.492076","191651.862038","543628.807322"
"9017","1156000000","455","서울특별시","영등포구","003","경로당","구립대림1경로당","1156013300108990002005798","1156013300","1156070000","서울특별시 영등포구 디지털로 441(대림동)","60","23","김종록","02-834-6898","126.906022","37.495431","191689.413607","544001.179091"
"9018","1156000000","457","서울특별시","영등포구","003","경로당","동심경로당","1156013300107420000000716","1156013300","1156072000","서울특별시 영등포구 대림로35길 7(대림동)","132","50","김영국","02-2670-1446","126.897297","37.498644","190918.270849","544358.615327"
"9019","1156000000","456","서울특별시","영등포구","003","경로당","구립다사랑경로당","1156013300107030006002395","1156013300","1156071000","서울특별시 영등포구 대림로23가길 5(대림동)","192","74","장광덕","02-3457-7931","126.899476","37.492732","191110.235906","543702.249959"
"9020","1156000000","437","서울특별시","영등포구","006","교회","수정성결교회","1156013300106650011000694","1156013300","1156072000","서울특별시 영등포구 가마산로 357(대림동)","300","115","서형남","02-849-9191","126.898138","37.500729","190992.854775","544589.858253"
"9021","1156000000","460","서울특별시","영등포구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","대림정보문화도서관","1156013300106080002000001","1156013300","1156072000","서울특별시 영등포구 도신로 27(대림동)","216","83","김희종","02-828-3706","126.896054","37.504313","190809.018174","544987.917526"
"9022","1159000000","12","서울특별시","동작구","001","학교","강현중학교","1159010200103350005026047","1159010200","1159055000","서울특별시 동작구 상도로13라길 22(상도동)","680","261","김화중","010-4562-8599","126.931101","37.503075","193907.808900","544847.681886"
"9023","1159000000","11","서울특별시","동작구","001","학교","서울신상도초등학교","1159010200102040333026309","1159010200","1159054000","서울특별시 동작구 장승배기로 14(상도동)","530","203","오장길","","126.944064","37.500276","195053.813444","544536.217802"
"7276","1156000000","426","서울특별시","영등포구","001","학교","서울윤중초등학교","1156011000100380000031498","1156011000","1156054000","서울특별시 영등포구 여의나루로2길 14(여의도동)","689","265","이은아","02-783-6727","126.922893","37.519797","193183.578315","546704.103094"
"7277","1156000000","441","서울특별시","영등포구","003","경로당","구립시범(아)경로당","1156011000100500002000001","1156011000","1156054000","서울특별시 영등포구 63로 45(여의도동, 여의도시범아파트)","165","63","최정균","02-786-8765","126.937024","37.520576","194432.872945","546789.627788"
"7278","1156000000","463","서울특별시","영등포구","004","관공서","여의동주민센터","1156011000100050008000001","1156011000","1156054000","서울특별시 영등포구 국제금융로 124(여의도동)","140","54","이윤정","02-2670-1083","126.934514","37.517647","194210.772076","546464.730431"
"7279","1156000000","442","서울특별시","영등포구","003","경로당","구립당산3가경로당","1156011300104090000000002","1156011300","1156055000","서울특별시 영등포구 당산로29길 9(당산동3가)","132","51","윤영숙","2670-1687","126.893950","37.526029","190625.769943","547398.317905"
"7280","1156000000","466","서울특별시","영등포구","004","관공서","당산1동주민센터","1156011300102500000029028","1156011300","1156055000","서울특별시 영등포구 양산로23길 11(당산동3가)","175","67","김계현","0226701106","126.897308","37.525013","190922.443726","547285.158626"
"7281","1156000000","430","서울특별시","영등포구","006","교회","당산천주교회(당산동성당)","1156011300100790000029027","1156011300","1156055000","서울특별시 영등포구 당산로28길 11(당산동3가)","300","115","김윤애","02-2068-0102","126.898029","37.524937","190986.130157","547276.734189"
"7282","1156000000","476","서울특별시","영등포구","013","연수,숙박","SL모텔","1156011300103860007028865","1156011300","1156055000","서울특별시 영등포구 당산로33길 3(당산동3가)","1030","64","김정산","","126.896331","37.527062","190836.291806","547512.747963"
"7283","1156000000","462","서울특별시","영등포구","004","관공서","당산2동주민센터","1156011400100800005000001","1156011400","1156056000","서울특별시 영등포구 당산로41가길 7(당산동4가)","355","137","조혜진","02-2670-1140","126.897263","37.531003","190919.171819","547950.057582"
"7297","1154500000","351","서울특별시","금천구","004","관공서","시흥3동주민센터","1154510300109560003004004","1154510300","1154569000","서울특별시 금천구 시흥대로18길 40(시흥동)","198","76","박복술","","126.905828","37.440277","191666.143855","537879.859515"
"7298","1154500000","353","서울특별시","금천구","004","관공서","시흥4동주민센터","1154510300108120038000001","1154510300","1154570000","서울특별시 금천구 독산로36길 14(시흥동)","132","50","김미희","02-2104-5460","126.906175","37.458948","191698.911811","539952.087498"
"7299","1154500000","344","서울특별시","금천구","004","관공서","시흥1동주민센터","1154510300108860006000001","1154510300","1154567000","서울특별시 금천구 시흥대로58길 36(시흥동)","314","120","박종찬","02-2104-5360","126.903269","37.453569","191441.262783","539355.312438"
"7300","1154500000","346","서울특별시","금천구","004","관공서","금천종합복지타운","1154510300102670009000001","1154510300","1154568000","서울특별시 금천구 금하로 764(시흥동)","473","181","박재완","02-2104-5400","126.914474","37.449673","192432.231557","538921.889360"
"7301","1154500000","354","서울특별시","금천구","006","교회","시흥감리교회","1154510300108260010000479","1154510300","1154571000","서울특별시 금천구 금하로23나길 9(시흥동)","181","69","손석동","","126.909369","37.452254","191980.817125","539208.856732"
"7302","1154500000","355","서울특별시","금천구","006","교회","예향교회","1154510300108360020000541","1154510300","1154571000","서울특별시 금천구 금하로21길 9(시흥동)","165","63","이기영","","126.907983","37.451927","191858.138892","539172.670917"
"9024","1159000000","13","서울특별시","동작구","001","학교","서울상도초등학교","1159010200102380002020971","1159010200","1159056000","서울특별시 동작구 성대로21길 62(상도동)","680","261","권병진","02-822-0078","126.937230","37.499710","194449.542300","544473.794599"
"9025","1159000000","49","서울특별시","동작구","001","학교","국사봉중학교","1159010200102140437021332","1159010200","1159056000","서울특별시 동작구 양녕로20길 20(상도동)","907","348","최화섭","","126.945022","37.493712","195138.159311","543807.625919"
"9026","1159000000","87","서울특별시","동작구","001","학교","숭실대학교","1159010200105110000033836","1159010200","1159053000","서울특별시 동작구 상도로 369(상도동)","851","327","황준성","","126.958280","37.497243","196310.790126","544198.955294"
"9027","1162000000","384","서울특별시","관악구","001","학교","남서울중학교","1162010200116900003003814","1162010200","1162076500","서울특별시 관악구 남부순환로172길 97(신림동)","863","331","장민석","","126.921469","37.481895","193054.189933","542497.638173"
"9028","1162000000","383","서울특별시","관악구","001","학교","신관중학교","1162010200201680010021677","1162010200","1162064500","서울특별시 관악구 신림로48길 17-16 (신림동)","935","359","","","126.933953","37.480276","194158.234740","542317.124071"
"9029","1162000000","422","서울특별시","관악구","001","학교","신림초등학교","1162010200116270075020518","1162010200","1162065500","서울특별시 관악구 문성로28길 31(신림동)","630","191","","","122.000000","44.000000","-201049.072827","1278496.044912"
"9030","1162000000","410","서울특별시","관악구","013","연수,숙박","젤모텔","1162010200114220021013751","1162010200","1162069500","서울특별시 관악구 남부순환로181길 4(신림동)","108","14","","","126.931109","37.484738","193907.063075","542812.508216"
"9031","1159000000","100","서울특별시","동작구","013","연수,숙박","코자자모텔","1159010700101470050011895","1159010700","1159062000","서울특별시 동작구 사당로30길 5(사당동)","11","20","","02-820-9545","126.981122","37.484747","198330.395038","542811.425390"
"9032","1159000000","96","서울특별시","동작구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","사당종합체육관","1159010700200210009000001","1159010700","1159064000","서울특별시 동작구 사당로27길 232(사당동)","2495","959","김영필","820-1268","126.969538","37.492666","197306.098558","543690.598549"
"9033","1159000000","45","서울특별시","동작구","001","학교","영등포고등학교","1159010800100130002005389","1159010800","1159066000","서울특별시 동작구 등용로8길 5(대방동)","873","335","이준용","010-4021-6170","126.933666","37.508253","194135.046017","545422.154950"
"9034","1159000000","25","서울특별시","동작구","001","학교","서울대림초등학교","1159010800103910062005145","1159010800","1159066000","서울특별시 동작구 대방동1길 22(대방동)","880","338","한철수","010-4172-4078","126.925733","37.500648","193432.955004","544578.680553"
"9035","1159000000","55","서울특별시","동작구","001","학교","서울공업고등학교","1159010800103900005003457","1159010800","1159066000","서울특별시 동작구 대방동1길 46(대방동)","717","275","이재근","02-2082-1801","126.922383","37.501597","193136.837628","544684.169718"
"9036","1159000000","93","서울특별시","동작구","001","학교","영등포중학교","1159010800100130002005389","1159010800","1159066000","서울특별시 동작구 등용로8길 5(대방동)","861","331","이경운","010-4172-4078","126.934257","37.507527","194187.256682","545341.544889"
"9037","1159000000","92","서울특별시","동작구","001","학교","서울영화초등학교","1159010800100440003004606","1159010800","1159066000","서울특별시 동작구 등용로8길 3(대방동)","772","296","이옥희","010-9964-9781","126.932717","37.509224","194051.177697","545530.054173"
"9038","1159000000","94","서울특별시","동작구","001","학교","강남중학교","1159010800103900005005428","1159010800","1159066000","서울특별시 동작구 대방동15길 29(대방동)","593","228","이명희","010-4948-0798","126.921876","37.502788","193092.124580","544816.421303"
"9039","1159000000","91","서울특별시","동작구","001","학교","서울신길초등학교","1159010800103510006033968","1159010800","1159066000","서울특별시 동작구 알마타길 16(대방동)","351","135","윤경혜","010-6313-5032","126.926322","37.510068","193485.883925","545624.064298"
"9040","1159000000","99","서울특별시","동작구","004","관공서","대방동주민센터","1159010800103500008003752","1159010800","1159066000","서울특별시 동작구 여의대방로44길 20(대방동)","231","88","정해영","","126.926254","37.508174","193479.678826","545413.935793"
"9041","1159000000","43","서울특별시","동작구","001","학교","수도여자고등학교","1159010900104700013001619","1159010900","1159068000","서울특별시 동작구 여의대방로10길 73(신대방동)","202","77","김연배","010-3257-5095","126.915514","37.493069","192528.613568","543738.242109"
"9042","1159000000","26","서울특별시","동작구","001","학교","서울문창초등학교","1159010900106400000002022","1159010900","1159067000","서울특별시 동작구 신대방2길 14(신대방동)","1014","390","김광옥","02-836-2033","126.913912","37.488915","192386.537143","543277.293133"
"9043","1159000000","27","서울특별시","동작구","001","학교","문창중학교","1159010900103640058000573","1159010900","1159068000","서울특별시 동작구 여의대방로22나길 40(신대방동)","2415","928","이명희","02-821-8587","126.921772","37.495826","193082.264342","544043.734893"
"9044","1159000000","66","서울특별시","동작구","001","학교","대방중학교","1159010900104920200002498","1159010900","1159067000","서울특별시 동작구 여의대방로10길 24(신대방동)","952","366","장보성","010-3060-5894","126.913763","37.495166","192373.992692","543971.063344"
"9045","1159000000","95","서울특별시","동작구","001","학교","서울보라매초등학교","1159010900104880001000788","1159010900","1159068000","서울특별시 동작구 여의대방로16길 30(신대방동)","1092","420","김갑철","010-2016-4689","126.916228","37.496004","192592.071585","544063.896881"
"9046","1159000000","97","서울특별시","동작구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","동작구민체육센터","1159010900104600001001618","1159010900","1159068000","서울특별시 동작구 여의대방로16길 53(신대방동)","701","269","차용열","","126.916805","37.494779","192642.908398","543927.861558"
"9047","1162000000","386","서울특별시","관악구","001","학교","구암고등학교","1162010100117120025000001","1162010100","1162056500","서울특별시 관악구 성현로 57(봉천동)","852","327","임선희","010-3413-0970","126.950288","37.492360","195603.709218","543657.370393"
"9048","1162000000","18","서울특별시","관악구","001","학교","남부초등학교","1162010200104670000014771","1162010200","1162068500","서울특별시 관악구 남부순환로163길 14(신림동)","612","235","","010-7227-0134","126.922099","37.484888","193110.219845","542829.740798"
"9049","1162000000","335","서울특별시","관악구","001","학교","조원초등학교","1162010200105480002008958","1162010200","1162072500","서울특별시 관악구 조원로 67(신림동)","1271","488","최외득","","126.909517","37.484162","191997.268484","542750.150674"
"9050","1162000000","393","서울특별시","관악구","001","학교","난우중학교","1162010200106520156001548","1162010200","1162077500","서울특별시 관악구 난곡로16길 32(신림동)","766","294","윤치영","02-863-7225","126.922680","37.466630","193159.934490","540803.261693"
"9051","1162000000","390","서울특별시","관악구","001","학교","미성중학교","1162010200107450024003768","1162010200","1162076500","서울특별시 관악구 문성로16길 40(신림동)","587","225","이범원","02-860-0999","126.912426","37.475216","192253.670712","541757.084810"
"9052","1162000000","369","서울특별시","관악구","001","학교","신성초등학교","1162010200101170004018623","1162010200","1162066500","서울특별시 관악구 신림로 114(신림동)","758","291","","02-875-7614","126.936633","37.471587","194394.600032","541352.552001"
"9053","1162000000","357","서울특별시","관악구","001","학교","난우초등학교","1162010200105890001001692","1162010200","1162076500","서울특별시 관악구 난우길 40(신림동)","501","192","여경원","","126.917696","37.476578","192719.948397","541907.810375"
"9054","1162000000","362","서울특별시","관악구","001","학교","신우초등학교","1162010200103150000004451","1162010200","1162074500","서울특별시 관악구 호암로 498(신림동)","889","341","","02-874-9816","126.932425","37.462739","194021.684073","540370.756129"
"9055","1162000000","363","서울특별시","관악구","001","학교","삼성초등학교","1162010200102330001005470","1162010200","1162073500","서울특별시 관악구 대학7길 52(신림동)","993","381","","","126.941029","37.468039","194783.213709","540958.506075"
"9056","1162000000","385","서울특별시","관악구","001","학교","삼성중학교","1162010200117030002006159","1162010200","1162073500","서울특별시 관악구 신림로3가길 39-24 (신림동)","979","376","김옥희","02-871-6242","126.942816","37.467871","194941.336443","540939.786150"
"9057","1162000000","396","서울특별시","관악구","001","학교","삼성고등학교","1162010200108140000007270","1162010200","1162073500","서울특별시 관악구 신림로 41(신림동)","463","178","구달회","02-871-7583","126.943378","37.469243","194991.098352","541091.990718"
"7315","1156000000","431","서울특별시","영등포구","006","교회","영도교회","1156011800101300022026602","1156011800","1156058500","서울특별시 영등포구 도신로29사길 6(도림동)","521","200","김승수","02-843-9071","126.905328","37.510033","191629.721478","545621.865704"
"7316","1156000000","473","서울특별시","영등포구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","다목적배드민턴체육관","1156011800102540000025926","1156011800","1156058500","서울특별시 영등포구 도신로15길 5(도림동)","1650","635","김효은","02-2630-2986","126.897329","37.506738","190922.061089","545256.946564"
"7318","1156000000","432","서울특별시","영등포구","006","교회","도림교회","1156011800102050024026134","1156011800","1156058500","서울특별시 영등포구 도영로 37(도림동)","275","106","문재경","02-2181-6000","126.897146","37.510132","190906.286190","545633.623864"
"7319","1156000000","438","서울특별시","영등포구","006","교회","도림동성당","1156011800101440010025425","1156011800","1156058500","서울특별시 영등포구 도영로22길 22(도림동)","150","58","배성희","02-833-9439","126.901449","37.510530","191286.770532","545677.351917"
"7321","1156000000","467","서울특별시","영등포구","004","관공서","도림동주민센터","1156011800102220007026007","1156011800","1156058500","서울특별시 영등포구 도영로7길 10(도림동)","121","47","김지현","02-2670-1157","126.895888","37.509511","190795.042311","545564.839675"
"9126","1165000000","11","서울특별시","서초구","001","학교","방배중학교","1165010700105860001017058","1165010700","1165058100","서울특별시 서초구 동광로 144(반포동)","99","38","김종원","","126.998482","37.494253","199865.771386","543866.318852"
"9127","1165000000","412","서울특별시","서초구","001","학교","신반포중학교","1165010700100030001017692","1165010700","1165057000","서울특별시 서초구 신반포로19길 26(반포동)","863","331","문경기","","126.995764","37.505971","199625.462298","545166.809059"
"9128","1165000000","348","서울특별시","서초구","001","학교","잠원초등학교","1165010700100170000000002","1165010700","1165057000","서울특별시 서초구 신반포로16길 15-25 (반포동)","685","263","최규현","","126.997902","37.501954","199814.458189","544721.015196"
"9129","1165000000","439","서울특별시","서초구","001","학교","반포고등학교","1165010700100300019027548","1165010700","1165056000","서울특별시 서초구 고무래로 71(반포동)","561","215","김혜서","","127.016318","37.502186","201442.849852","544746.870563"
"9130","1165000000","445","서울특별시","서초구","001","학교","원촌중학교","1165010700100220000027531","1165010700","1165056000","서울특별시 서초구 사평대로45길 10(반포동)","588","226","김명진","","127.013981","37.506327","201236.198349","545206.398338"
"9131","1168000000","532","서울특별시","강남구","001","학교","대도초등학교","1168011800101060001000058","1168011800","1168065600","서울특별시 강남구 선릉로 209(도곡동)","1861","715","김은주, 이승진","02-3423-7557","127.052832","37.492723","204672.116502","543697.771151"
"9132","1168000000","531","서울특별시","강남구","001","학교","대치중학교","1168011800104600000026372","1168011800","1168065600","서울특별시 강남구 남부순환로378길 39(도곡동)","1006","386","김은주, 채민정","02-3423-7557","127.047462","37.484604","204197.729548","542796.431633"
"9133","1168000000","542","서울특별시","강남구","004","관공서","도곡1문화센터","1168011800108920006000001","1168011800","1168065500","서울특별시 강남구 도곡로18길 57(도곡동)","183","70","","","127.038872","37.488371","203437.798984","543214.115036"
"9134","1171000000","350","서울특별시","송파구","001","학교","서울잠전초등학교","1171010100102290000000859","1171010100","1171065000","서울특별시 송파구 올림픽로12길 51(잠실동)","7606","2925","잠실본동","02-2147-4600","127.084205","37.506774","207445.220859","545259.248799"
"9135","1165000000","405","서울특별시","서초구","001","학교","신중초등학교","1165010800114660005000003","1165010800","1165053000","서울특별시 서초구 남부순환로317길 15(서초동)","784","301","윤성환","","127.009344","37.480193","200826.469087","542305.846686"
"9136","1165000000","342","서울특별시","서초구","001","학교","서이초등학교","1165010800113340002023194","1165010800","1165052000","서울특별시 서초구 서운로 35(서초동)","581","223","유근수","","127.025993","37.491606","202298.657409","543572.805058"
"9137","1165000000","436","서울특별시","서초구","001","학교","서초초등학교","1165010800113100006020003","1165010800","1165053100","서울특별시 서초구 서운로 178(서초동)","528","203","김경미","","127.023930","37.499522","202116.021995","544451.373827"
"9138","1165000000","444","서울특별시","서초구","001","학교","서초고등학교","1165010800115040000022278","1165010800","1165053000","서울특별시 서초구 반포대로27길 29(서초동)","610","234","심인섭","580-3891","127.006036","37.489240","200533.826709","543309.933230"
"9139","1165000000","406","서울특별시","서초구","001","학교","서초중학교","1165010800117410007021283","1165010800","1165053000","서울특별시 서초구 반포대로13길 48(서초동)","405","155","임진주","","127.008831","37.485646","200781.009788","542911.060633"
"9140","1165000000","407","서울특별시","서초구","001","학교","서울고등학교","1165010800115260001022302","1165010800","1165053000","서울특별시 서초구 효령로 197(서초동)","2520","969","","","127.005570","37.483720","200492.619834","542697.231485"
"9141","1165000000","463","서울특별시","서초구","001","학교","서운중학교","1165010800113250001022542","1165010800","1165052000","서울특별시 서초구 서운로 115(서초동)","1138","437","김미숙","","127.024521","37.493983","202168.418935","543836.593773"
"9142","1165000000","452","서울특별시","서초구","001","학교","서일중학교","1165010800113130016019996","1165010800","1165053100","서울특별시 서초구 서운로21길 2(서초동)","4301","1654","강보경","","127.022184","37.499287","201961.622198","544425.187458"
"9143","1165000000","478","서울특별시","서초구","003","경로당","구립 예술의마을 경로당","1165010800114550004021399","1165010800","1165053000","서울특별시 서초구 남부순환로323길 44-15 (서초동)","79","15","","010-8989-6986","127.000000","37.000000","200000.000000","489012.959917"
"9144","1165000000","385","서울특별시","서초구","004","관공서","서초2동주민센터","1165010800113320006023232","1165010800","1165052000","서울특별시 서초구 서초대로70길 51(서초동)","772","296","이민주","","127.024926","37.492068","202204.304531","543624.105429"
"9145","1165000000","471","서울특별시","서초구","004","관공서","서초4동주민센터","1165010800113020006020157","1165010800","1165053100","서울특별시 서초구 서운로26길 3(서초동)","871","335","","","127.020000","37.500000","201768.508891","544504.315675"
"9146","1165000000","477","서울특별시","서초구","004","관공서","서초3동주민센터","1165010800114590013021368","1165010800","1165053000","서울특별시 서초구 반포대로 34(서초동)","162","62","","","127.000000","37.000000","200000.000000","489012.959917"
"9147","1165000000","446","서울특별시","서초구","001","학교","언남초등학교","1165010900201220000000002","1165010900","1165066000","서울특별시 서초구 헌릉로8길 42(내곡동)","330","126","이정우","","127.061895","37.453963","205476.480731","539396.424172"
"9148","1165000000","454","서울특별시","서초구","001","학교","다니엘학교","1165010900100011328001765","1165010900","1165066000","서울특별시 서초구 헌릉로468길 21-16 (내곡동)","434","166","김현수","","127.092006","37.460705","208139.952327","540146.885104"
"9149","1165000000","469","서울특별시","서초구","001","학교","내곡중학교","1165011100103230001000001","1165011100","1165066000","서울특별시 서초구 청계산로7길 9-20 (신원동)","765","294","함형욱","","127.054329","37.452038","204807.120380","539182.376193"
"9150","1165000000","447","서울특별시","서초구","004","관공서","내곡동주민센터","1165011100103400003000001","1165011100","1165066000","서울특별시 서초구 청계산로15길 77(신원동)","628","241","","","127.051196","37.461970","204529.314385","540284.552934"
"9151","1165000000","470","서울특별시","서초구","013","연수,숙박","오라카이 청계산 호텔","1165011100102710021000002","1165011100","1165066000","서울특별시 서초구 청계산로9길 1-7 (신원동)","20177","386","소원일(총지배인)","02-6200-7300","127.046963","37.462209","204154.816211","540310.865799"
"9152","1168000000","15","서울특별시","강남구","001","학교","도성초등학교","1168010100107140000023399","1168010100","1168065000","서울특별시 강남구 역삼로 313(역삼동)","2225","855","전승환, 최창식","02-3423-7357","127.049183","37.500908","204349.015893","544606.025936"
"9153","1168000000","530","서울특별시","강남구","001","학교","역삼중학교","1168010100107670020024787","1168010100","1168065000","서울특별시 강남구 도곡로43길 10(역삼동)","2424","932","전승환, 최영한","02-3423-7357","127.048597","37.495950","204297.445301","544055.723146"
"9154","1168000000","529","서울특별시","강남구","004","관공서","역삼1문화센터","1168010100108290020000001","1168010100","1168064000","서울특별시 강남구 역삼로7길 16(역삼동)","1473","566","최환영","02-3423-8607","127.033266","37.495395","202941.776889","543993.512547"
"9155","1168000000","21","서울특별시","강남구","001","학교","포이초등학교","1168010300102730000020783","1168010300","1168069000","서울특별시 강남구 개포로22길 87(개포동)","12490","4803","박준석, 신창규","02-3423-7855","127.052878","37.476029","204677.255097","541844.999409"
"9156","1171000000","372","서울특별시","송파구","001","학교","문현중학교","1171010900102040007000001","1171010900","1171064600","서울특별시 송파구 충민로 99(장지동)","3598","1383","장지동장","02-2147-4570","127.127675","37.480571","211292.648137","542355.474621"
"9157","1171000000","486","서울특별시","송파구","001","학교","서울송례초등학교","1171010900103930000000001","1171010900","1171064700","서울특별시 송파구 위례순환로 439(장지동)","6543","2516","위례동장","","127.138444","37.477873","212245.586755","542057.335132"
"9158","1168000000","524","서울특별시","강남구","001","학교","청담중학교","1168010400101430000017129","1168010400","1168056500","서울특별시 강남구 압구정로61길 36(청담동)","1944","747","정대식,홍성희","02-3423-7734","127.045542","37.528518","204025.563500","547670.263858"
"9159","1168000000","526","서울특별시","강남구","001","학교","경기고등학교","1168010500100740004014890","1168010500","1168058000","서울특별시 강남구 영동대로 643(삼성동)","614","236","김경식,이홍순","02-3423-7809","127.056003","37.517426","204950.970281","546439.608815"
"9160","1168000000","525","서울특별시","강남구","001","학교","봉은초등학교","1168010500100790002014624","1168010500","1168058000","서울특별시 강남구 학동로 610(삼성동)","2361","908","김경식,민종선","02-3423-7809","127.060791","37.520101","205374.032820","546736.770615"
"9092","1162000000","418","서울특별시","관악구","013","연수,숙박","실크로드모텔","1162010200116390061021313","1162010200","1162064500","서울특별시 관악구 관천로 32(신림동)","300","115","","","126.927872","37.482979","193620.620293","542617.508015"
"9093","1162000000","401","서울특별시","관악구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","선우체육관","1162010200201170008000001","1162010200","1162076500","서울특별시 관악구 문성로16다길 133-70 (신림동)","766","232","이현로","02-2081-2640","126.912691","37.467434","192276.323751","540893.324786"
"9094","1162000000","420","서울특별시","관악구","013","연수,숙박","명작모텔","1162010300106020004023869","1162010300","1162063000","서울특별시 관악구 승방2길 25(남현동)","558","214","","","126.980917","37.474967","198311.994611","541725.911827"
"9095","1162000000","425","서울특별시","관악구","013","연수,숙박","넘버25호텔","1162010300106020016023103","1162010300","1162063000","서울특별시 관악구 승방2길 13(남현동)","48","15","김명석","02-584-5322","126.981046","37.474424","198323.455983","541665.684872"
"9096","1165000000","12","서울특별시","서초구","001","학교","서래초등학교","1165010100107710000015657","1165010100","1165059000","서울특별시 서초구 방배로 260(방배동)","2441","938","서은택","010-2399-7465","126.989296","37.496302","199053.458863","544093.737231"
